ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
204439_at,0.865,0.801,0.252204,-7.3840569,0.0438945,IFI44L,interferon induced protein 44 like
208141_s_at,0.865,0.802,0.252023,-7.3841029,0.0213279,DOHH,deoxyhypusine hydroxylase/monooxygenase
209083_at,0.865,0.802,0.251613,-7.3842066,0.0276664,CORO1A,coronin 1A
218441_s_at,0.866,0.802,-0.251072,-7.3843433,-0.0085998,RPAP1,RNA polymerase II associated protein 1
203291_at,0.866,0.802,0.251053,-7.384348,0.0150345,CNOT4,CCR4-NOT transcription complex subunit 4
210713_at,0.866,0.803,0.250691,-7.3844393,0.0081567,ITSN1,intersectin 1
213377_x_at,0.866,0.803,-0.250604,-7.3844612,-0.0134144,RPS12,ribosomal protein S12
220781_at,0.866,0.803,-0.250588,-7.3844652,-0.0087795,DEC1,deleted in esophageal cancer 1
211928_at,0.866,0.803,0.250583,-7.3844665,0.016265,DYNC1H1,dynein cytoplasmic 1 heavy chain 1
210798_x_at,0.866,0.803,-0.250495,-7.3844887,-0.0134154,MASP2,mannan binding lectin serine peptidase 2
213586_at,0.866,0.803,0.250475,-7.3844938,0.0104331,CDKN2D,cyclin dependent kinase inhibitor 2D
211624_s_at,0.866,0.803,-0.250021,-7.3846079,-0.0114939,DRD2,dopamine receptor D2
203269_at,0.866,0.803,-0.249713,-7.3846852,-0.0140445,NSMAF,neutral sphingomyelinase activation associated factor
222215_at,0.867,0.804,0.248974,-7.3848704,0.0096126,SLC38A7,solute carrier family 38 member 7
206943_at,0.867,0.804,0.248937,-7.3848797,0.0092717,TGFBR1,transforming growth factor beta receptor 1
211054_at,0.867,0.804,0.248598,-7.3849643,0.0055743,INVS,inversin
211190_x_at,0.868,0.804,0.248259,-7.3850491,0.0126992,CD84,CD84 molecule
216206_x_at,0.868,0.805,0.248017,-7.3851095,0.0195381,MAP2K7,mitogen-activated protein kinase kinase 7
217669_s_at,0.868,0.805,0.24796,-7.3851237,0.0087362,AKAP6,A-kinase anchoring protein 6
47608_at,0.868,0.805,-0.247842,-7.3851531,-0.0100587,TJAP1,tight junction associated protein 1
219994_at,0.868,0.805,-0.247547,-7.3852265,-0.0105393,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein
221274_s_at,0.868,0.805,0.2475,-7.3852382,0.011063,LMAN2L,"lectin, mannose binding 2 like"
205623_at,0.868,0.805,-0.24749,-7.3852405,-0.0408443,ALDH3A1,aldehyde dehydrogenase 3 family member A1
216571_at,0.868,0.805,0.247035,-7.3853537,0.0126195,SMPD1,sphingomyelin phosphodiesterase 1
200718_s_at,0.868,0.806,0.246694,-7.3854384,0.0133222,SKP1,S-phase kinase-associated protein 1
214071_at,0.868,0.806,0.246692,-7.3854388,0.0221508,GNAL,G protein subunit alpha L
201547_at,0.868,0.806,-0.246572,-7.3854686,-0.0088818,KDM5B,lysine demethylase 5B
219358_s_at,0.868,0.806,-0.24656,-7.3854715,-0.0174547,ADAP2,ArfGAP with dual PH domains 2
207785_s_at,0.868,0.806,0.246458,-7.3854968,0.0235596,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
206922_at,0.868,0.806,0.246406,-7.3855096,0.0149777,VCY1B,"variable charge, Y-linked 1B///variable charge, Y-linked"
205391_x_at,0.868,0.806,0.246367,-7.3855194,0.0121666,ANK1,ankyrin 1
207866_at,0.869,0.806,0.246061,-7.3855951,0.0066198,BMP8A,bone morphogenetic protein 8a
206386_at,0.869,0.806,-0.245877,-7.3856406,-0.007708,SERPINA7,serpin family A member 7
215172_at,0.869,0.806,0.245732,-7.3856764,0.0096223,PTPN20,"protein tyrosine phosphatase, non-receptor type 20"
205928_at,0.869,0.806,0.24573,-7.3856769,0.0124028,ZNF443,zinc finger protein 443
206785_s_at,0.869,0.806,-0.245557,-7.3857196,-0.0239471,KLRC2,killer cell lectin like receptor C2///killer cell lectin like receptor C1
212466_at,0.869,0.807,-0.245433,-7.3857501,-0.0092426,SPRED2,sprouty related EVH1 domain containing 2
211521_s_at,0.869,0.807,0.245386,-7.3857618,0.0089919,CYTH4,cytohesin 4
221958_s_at,0.869,0.807,-0.245014,-7.3858535,-0.0315107,WLS,wntless Wnt ligand secretion mediator
221368_at,0.869,0.807,-0.244927,-7.385875,-0.0099505,NEU2,neuraminidase 2
32540_at,0.869,0.807,-0.244896,-7.3858825,-0.0088587,PPP3CC,protein phosphatase 3 catalytic subunit gamma
201853_s_at,0.869,0.807,-0.244774,-7.3859125,-0.0249556,CDC25B,cell division cycle 25B
208992_s_at,0.869,0.807,-0.244527,-7.3859733,-0.0161681,STAT3,signal transducer and activator of transcription 3
215272_at,0.869,0.807,-0.24444,-7.3859945,-0.0089718,OGG1,8-oxoguanine DNA glycosylase
215326_at,0.87,0.807,0.244288,-7.3860319,0.010381,PAK4,p21 (RAC1) activated kinase 4
220701_at,0.87,0.808,-0.24399,-7.386105,-0.0125552,LINC00216,long intergenic non-protein coding RNA 216
203986_at,0.87,0.808,0.243655,-7.3861872,0.0294774,FAM47E-STBD1,FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
204090_at,0.87,0.808,-0.243361,-7.3862591,-0.010858,STK19,serine/threonine kinase 19
204737_s_at,0.87,0.808,-0.242958,-7.3863576,-0.0056584,MYH7,"myosin, heavy chain 7, cardiac muscle, beta///myosin heavy chain 6"
219659_at,0.87,0.809,0.242948,-7.3863601,0.0109624,ATP8A2,ATPase phospholipid transporting 8A2
209094_at,0.87,0.809,0.242846,-7.3863849,0.0258132,DDAH1,dimethylarginine dimethylaminohydrolase 1
207752_x_at,0.871,0.809,0.242479,-7.3864746,0.0164509,PRB1,proline rich protein BstNI subfamily 1
220395_at,0.871,0.809,0.242282,-7.3865224,0.0094086,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4
207472_at,0.871,0.809,0.242274,-7.3865244,0.0067662,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
215511_at,0.871,0.809,-0.242097,-7.3865676,-0.0113901,TCF20,transcription factor 20
215687_x_at,0.871,0.809,-0.242001,-7.3865909,-0.013407,PLCB1,phospholipase C beta 1
216572_at,0.871,0.809,-0.241765,-7.3866482,-0.0167174,FOXL1,forkhead box L1
216666_at,0.871,0.81,0.241631,-7.3866809,0.0068977,MGAM2,maltase-glucoamylase 2 (putative)
208970_s_at,0.871,0.81,-0.24147,-7.3867198,-0.0150051,UROD,uroporphyrinogen decarboxylase
215532_x_at,0.871,0.81,0.241383,-7.386741,0.0070322,ZNF492,zinc finger protein 492
214842_s_at,0.871,0.81,-0.241282,-7.3867654,-0.0131555,ALB,albumin
203771_s_at,0.871,0.81,0.241265,-7.3867696,0.0215536,BLVRA,biliverdin reductase A
209504_s_at,0.871,0.81,-0.24125,-7.3867733,-0.023764,PLEKHB1,pleckstrin homology domain containing B1
206732_at,0.871,0.81,-0.241136,-7.386801,-0.0112,SLITRK3,SLIT and NTRK like family member 3
216262_s_at,0.871,0.81,-0.241082,-7.386814,-0.0148741,TGIF2,TGFB induced factor homeobox 2
217178_at,0.871,0.81,0.241052,-7.3868212,0.0086992,RARG,retinoic acid receptor gamma
215427_s_at,0.871,0.81,-0.241008,-7.386832,-0.0145169,ZCCHC14,zinc finger CCHC-type containing 14
212104_s_at,0.871,0.81,-0.240839,-7.3868728,-0.0248903,RBFOX2,"RNA binding protein, fox-1 homolog 2"
211107_s_at,0.871,0.81,-0.240704,-7.3869055,-0.0152093,AURKC,aurora kinase C
219912_s_at,0.871,0.81,0.240652,-7.3869181,0.0108304,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3
213043_s_at,0.871,0.81,0.240605,-7.3869294,0.0181772,MIR6884,microRNA 6884///mediator complex subunit 24
211686_s_at,0.871,0.81,0.240542,-7.3869448,0.0172396,MAK16,MAK16 homolog
210011_s_at,0.871,0.81,0.240528,-7.386948,0.0132537,EWSR1,EWS RNA binding protein 1
213190_at,0.872,0.811,0.240338,-7.3869939,0.0159058,COG7,component of oligomeric golgi complex 7
219018_s_at,0.872,0.811,0.239985,-7.3870792,0.0096055,CCDC85C,coiled-coil domain containing 85C
215097_at,0.872,0.811,0.239874,-7.3871061,0.0094605,CAPZB,capping actin protein of muscle Z-line beta subunit
206399_x_at,0.872,0.811,-0.239705,-7.3871466,-0.0147041,LOC100507353,uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
210665_at,0.872,0.811,0.239618,-7.3871676,0.0435352,TFPI,tissue factor pathway inhibitor
216274_s_at,0.872,0.811,0.239394,-7.3872215,0.0208818,SEC11A,"SEC11 homolog A, signal peptidase complex subunit"
211204_at,0.872,0.811,-0.239357,-7.3872304,-0.0086301,ME1,malic enzyme 1
219830_at,0.872,0.811,0.239338,-7.3872351,0.011339,RAI1,retinoic acid induced 1
217006_x_at,0.872,0.812,0.239045,-7.3873054,0.0110624,FASN,fatty acid synthase
205509_at,0.872,0.812,-0.238822,-7.3873589,-0.0134675,CPB1,carboxypeptidase B1
202443_x_at,0.873,0.812,0.23832,-7.3874794,0.0171309,NOTCH2,notch 2
211179_at,0.873,0.812,-0.238183,-7.3875122,-0.0130044,LOC101928269,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
221412_at,0.873,0.812,-0.238168,-7.3875158,-0.007547,VN1R1,vomeronasal 1 receptor 1
208501_at,0.873,0.812,0.237938,-7.387571,0.0077632,GFI1B,growth factor independent 1B transcriptional repressor
221252_s_at,0.873,0.812,-0.237848,-7.3875923,-0.0093871,GSG1,germ cell associated 1
221989_at,0.873,0.813,-0.237686,-7.3876311,-0.0243778,SNORA70,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10"
206537_at,0.873,0.813,0.237392,-7.3877013,0.0068934,XIAP,X-linked inhibitor of apoptosis
218371_s_at,0.873,0.813,0.237305,-7.3877221,0.0201485,PSPC1,paraspeckle component 1
204548_at,0.873,0.813,0.237091,-7.3877731,0.0105749,STAR,steroidogenic acute regulatory protein
218633_x_at,0.873,0.813,0.237033,-7.3877868,0.0103665,ABHD10,abhydrolase domain containing 10
203267_s_at,0.874,0.813,0.236857,-7.3878288,0.0106827,DRG2,developmentally regulated GTP binding protein 2
216543_at,0.874,0.813,-0.236666,-7.3878743,-0.0091103,GS1-600G8.3,unknown transcript
210326_at,0.874,0.813,0.236633,-7.387882,0.0111132,AGXT,alanine-glyoxylate aminotransferase
204227_s_at,0.874,0.814,-0.235796,-7.3880809,-0.0127083,TK2,"thymidine kinase 2, mitochondrial"
201529_s_at,0.875,0.815,0.235103,-7.3882449,0.0204704,RPA1,replication protein A1
202009_at,0.875,0.815,-0.235062,-7.3882546,-0.0123908,TWF2,twinfilin actin binding protein 2
207736_s_at,0.875,0.815,-0.234887,-7.3882958,-0.0095328,TNP2,transition protein 2
204050_s_at,0.875,0.815,0.234705,-7.3883388,0.0189666,CLTA,clathrin light chain A
202313_at,0.875,0.815,-0.234604,-7.3883626,-0.0156164,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha
221783_at,0.875,0.815,-0.23426,-7.3884438,-0.0114307,WIZ,widely interspaced zinc finger motifs
216466_at,0.875,0.815,-0.234119,-7.388477,-0.0047687,NAV3,neuron navigator 3
202987_at,0.876,0.815,-0.233911,-7.3885258,-0.0069369,TRAF3IP2,TRAF3 interacting protein 2
215363_x_at,0.876,0.816,-0.233603,-7.3885982,-0.0145016,FOLH1B,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1
215391_at,0.876,0.816,-0.233506,-7.3886209,-0.008602,MAP1A,microtubule associated protein 1A
208371_s_at,0.876,0.816,0.233228,-7.3886861,0.0138366,RING1,ring finger protein 1
220418_at,0.876,0.816,0.233004,-7.3887387,0.013558,UBASH3A,ubiquitin associated and SH3 domain containing A
211193_at,0.876,0.816,0.232817,-7.3887823,0.0101748,TP63,tumor protein p63
204617_s_at,0.876,0.816,0.2327,-7.3888099,0.0120306,ACD,adrenocortical dysplasia homolog
221309_at,0.876,0.816,0.232672,-7.3888162,0.0106394,RBM17,RNA binding motif protein 17
215927_at,0.876,0.817,-0.232558,-7.3888429,-0.0082878,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
214827_at,0.876,0.817,-0.232393,-7.3888815,-0.0060752,PARD6B,par-6 family cell polarity regulator beta
221711_s_at,0.876,0.817,0.23235,-7.3888916,0.0129753,BABAM1,BRISC and BRCA1 A complex member 1
208655_at,0.876,0.817,-0.232211,-7.388924,-0.0129713,CCNI,cyclin I
215917_at,0.876,0.817,0.232207,-7.388925,0.0046284,RAD21L1,RAD21 cohesin complex component like 1
221774_x_at,0.877,0.817,-0.231875,-7.3890023,-0.0129236,SUPT20H,"SPT20 homolog, SAGA complex component"
217545_at,0.877,0.817,-0.231787,-7.389023,-0.0104491,MYH14,"myosin, heavy chain 14, non-muscle"
205942_s_at,0.877,0.817,-0.231753,-7.3890308,-0.0158826,ACSM3,acyl-CoA synthetase medium-chain family member 3
216601_at,0.877,0.817,0.231666,-7.389051,0.0080258,AOC4P,"amine oxidase, copper containing 4, pseudogene"
212740_at,0.877,0.817,0.231643,-7.3890564,0.0145183,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
211028_s_at,0.877,0.817,-0.231627,-7.3890601,-0.0105985,KHK,ketohexokinase
215201_at,0.877,0.817,-0.231442,-7.3891033,-0.0086912,REPS1,RALBP1 associated Eps domain containing 1
208285_at,0.877,0.818,-0.231112,-7.38918,-0.0103638,OR7A5,olfactory receptor family 7 subfamily A member 5
221374_at,0.877,0.818,-0.231005,-7.3892048,-0.012165,FGF16,fibroblast growth factor 16
219349_s_at,0.877,0.818,0.230485,-7.3893253,0.0160263,EXOC2,exocyst complex component 2
209415_at,0.877,0.818,0.230439,-7.389336,0.0094344,FZR1,fizzy/cell division cycle 20 related 1
221108_at,0.878,0.818,-0.230105,-7.3894133,-0.0088257,DRICH1,aspartate rich 1
206252_s_at,0.878,0.819,-0.229731,-7.3894997,-0.0079885,AVPR1A,arginine vasopressin receptor 1A
210733_at,0.878,0.819,-0.22951,-7.3895508,-0.0237533,TRAM1,translocation associated membrane protein 1
221453_at,0.878,0.819,0.229203,-7.3896217,0.0096202,G6PC2,glucose-6-phosphatase catalytic subunit 2
222334_at,0.878,0.819,-0.229176,-7.3896278,-0.0079127,LOC101929219,uncharacterized LOC101929219///uncharacterized LOC100505650///chromosome 1 open reading frame 186
203783_x_at,0.879,0.82,0.228706,-7.3897359,0.0097197,POLRMT,RNA polymerase mitochondrial
215680_at,0.879,0.82,-0.228516,-7.3897796,-0.0092723,KIAA1654,KIAA1654 protein
209472_at,0.879,0.82,0.228445,-7.3897959,0.0174759,KYAT3,kynurenine aminotransferase 3
213991_s_at,0.879,0.82,0.228143,-7.3898653,0.0096469,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
215834_x_at,0.879,0.82,-0.227904,-7.3899199,-0.0084332,SCARB1,scavenger receptor class B member 1
220472_at,0.879,0.82,0.227463,-7.3900208,0.005415,ZCCHC4,zinc finger CCHC-type containing 4
58308_at,0.879,0.821,0.227381,-7.3900398,0.0074331,TRIM62,tripartite motif containing 62
212979_s_at,0.879,0.821,0.22738,-7.3900398,0.0193999,LOC100294033,protein FAM115A-like///TRPM8 channel associated factor 1
208844_at,0.879,0.821,-0.227243,-7.3900711,-0.0121523,VDAC3,voltage dependent anion channel 3
215922_at,0.879,0.821,0.227103,-7.3901032,0.0083667,REPS1,RALBP1 associated Eps domain containing 1
204595_s_at,0.879,0.821,-0.226936,-7.3901412,-0.0305704,STC1,stanniocalcin 1
207087_x_at,0.88,0.821,-0.226772,-7.3901786,-0.0116047,ANK1,ankyrin 1
217147_s_at,0.88,0.821,0.226649,-7.3902068,0.0128147,TRAT1,T cell receptor associated transmembrane adaptor 1
203555_at,0.88,0.821,0.226431,-7.3902562,0.011042,PTPN18,"protein tyrosine phosphatase, non-receptor type 18"
220693_at,0.88,0.821,0.226269,-7.3902932,0.0091463,CCDC82,coiled-coil domain containing 82
212808_at,0.88,0.822,-0.225842,-7.3903902,-0.012621,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
200861_at,0.88,0.822,0.225736,-7.3904142,0.0091254,CNOT1,CCR4-NOT transcription complex subunit 1
217514_at,0.88,0.822,0.225629,-7.3904385,0.0081755,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
212274_at,0.88,0.822,0.225576,-7.3904505,0.018532,LPIN1,lipin 1
216818_s_at,0.88,0.822,-0.225117,-7.3905546,-0.0102568,OR2J2,olfactory receptor family 2 subfamily J member 2
216312_at,0.88,0.822,0.22504,-7.390572,0.0081269,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
215710_at,0.88,0.822,0.224931,-7.3905965,0.0099983,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
204786_s_at,0.881,0.823,0.224735,-7.3906409,0.0176982,IFNAR2,interferon alpha and beta receptor subunit 2
37433_at,0.881,0.823,0.224717,-7.3906451,0.0070161,PIAS2,protein inhibitor of activated STAT 2
208542_x_at,0.881,0.823,0.224573,-7.3906776,0.0100726,ZNF718,zinc finger protein 718///zinc finger protein 595///zinc finger protein 208
220175_s_at,0.881,0.823,0.22442,-7.3907121,0.0142683,CBWD7,COBW domain containing 7///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1
220259_at,0.881,0.823,0.223876,-7.3908346,0.0114784,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3"
219272_at,0.881,0.823,-0.223708,-7.3908723,-0.0136521,TRIM62,tripartite motif containing 62
220247_at,0.881,0.823,0.223701,-7.3908738,0.008541,KNL1,kinetochore scaffold 1
217999_s_at,0.881,0.824,-0.223514,-7.3909161,-0.0124362,PHLDA1,pleckstrin homology like domain family A member 1
213027_at,0.881,0.824,-0.223488,-7.3909217,-0.015015,TROVE2,TROVE domain family member 2
206090_s_at,0.882,0.824,-0.222907,-7.3910521,-0.0100985,TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate)///disrupted in schizophrenia 1
200790_at,0.882,0.824,0.222834,-7.3910685,0.0312569,ODC1,ornithine decarboxylase 1
218794_s_at,0.882,0.824,0.222776,-7.3910814,0.0079481,TXNL4B,thioredoxin like 4B
206215_at,0.882,0.824,-0.222514,-7.39114,-0.0095992,OPCML,opioid binding protein/cell adhesion molecule like
218827_s_at,0.882,0.824,0.222363,-7.3911739,0.0150814,CEP192,centrosomal protein 192
204582_s_at,0.882,0.824,0.222307,-7.3911864,0.0068453,KLK3,kallikrein related peptidase 3
222384_at,0.882,0.825,0.222231,-7.3912033,0.0065419,SMG7-AS1,SMG7 antisense RNA 1
202376_at,0.882,0.825,-0.222049,-7.391244,-0.0391048,SERPINA3,serpin family A member 3
207859_s_at,0.882,0.825,-0.221838,-7.3912912,-0.0081746,CHRNB3,cholinergic receptor nicotinic beta 3 subunit
214194_at,0.882,0.825,-0.221763,-7.3913077,-0.008785,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
207036_x_at,0.883,0.825,-0.221364,-7.3913966,-0.0117257,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D
205592_at,0.883,0.825,0.221036,-7.3914695,0.0078919,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
213180_s_at,0.883,0.826,0.220961,-7.3914862,0.011112,GOSR2,golgi SNAP receptor complex member 2
210262_at,0.883,0.826,0.220896,-7.3915008,0.0173452,CRISP2,cysteine rich secretory protein 2
211238_at,0.883,0.826,0.220782,-7.3915261,0.006992,ADAM7,ADAM metallopeptidase domain 7
207584_at,0.883,0.826,-0.220613,-7.3915636,-0.0043488,LPA,lipoprotein(a)
215122_at,0.883,0.826,0.220578,-7.3915713,0.00607,TBX6,T-box 6
220143_x_at,0.883,0.826,-0.220495,-7.3915897,-0.0117818,LUC7L,LUC7 like
49327_at,0.883,0.826,-0.220408,-7.3916088,-0.0069853,SIRT3,sirtuin 3
211167_s_at,0.883,0.826,0.220352,-7.3916214,0.0118734,GCK,glucokinase
208057_s_at,0.883,0.826,0.220201,-7.3916547,0.0075131,GLI2,GLI family zinc finger 2
206088_at,0.884,0.827,-0.219465,-7.3918175,-0.007261,LRRC37A3,leucine rich repeat containing 37 member A3
219769_at,0.884,0.827,0.219426,-7.3918261,0.0078687,INCENP,inner centromere protein
221281_at,0.884,0.827,-0.219377,-7.3918369,-0.0105343,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
64474_g_at,0.884,0.827,-0.218972,-7.3919261,-0.0107535,MIR1306,microRNA 1306///DGCR8 microprocessor complex subunit
216415_at,0.884,0.828,0.218305,-7.3920725,0.0101553,DNAH3,dynein axonemal heavy chain 3
207533_at,0.885,0.828,0.21815,-7.3921068,0.011669,CCL1,C-C motif chemokine ligand 1
214242_at,0.885,0.828,-0.218135,-7.3921099,-0.0136987,MAN1A2,mannosidase alpha class 1A member 2
210890_x_at,0.885,0.828,-0.218075,-7.392123,-0.0092327,KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
221224_s_at,0.885,0.828,0.217418,-7.3922669,0.0067607,DCAKD,dephospho-CoA kinase domain containing
211226_at,0.885,0.828,0.217384,-7.3922744,0.0080279,GALR2,galanin receptor 2
214991_s_at,0.885,0.828,-0.217356,-7.3922805,-0.009889,PIGO,phosphatidylinositol glycan anchor biosynthesis class O
207642_at,0.885,0.829,0.216953,-7.3923683,0.0092185,HCRT,hypocretin neuropeptide precursor
205524_s_at,0.886,0.829,-0.216557,-7.3924547,-0.0112773,HAPLN1,hyaluronan and proteoglycan link protein 1
204910_s_at,0.886,0.829,-0.216443,-7.3924795,-0.007677,TRIM3,tripartite motif containing 3
216209_at,0.886,0.829,-0.216167,-7.3925395,-0.0077804,LINC00939,long intergenic non-protein coding RNA 939
208468_at,0.886,0.829,0.215991,-7.3925776,0.0165446,SOX21,SRY-box 21
221373_x_at,0.886,0.829,-0.215972,-7.3925819,-0.0079656,PSPN,persephin
205834_s_at,0.886,0.829,-0.215957,-7.3925851,-0.0116418,PART1,prostate androgen-regulated transcript 1 (non-protein coding)
206357_at,0.886,0.83,-0.215761,-7.3926278,-0.008904,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
208364_at,0.886,0.83,0.215737,-7.3926329,0.0088546,INPP4A,inositol polyphosphate-4-phosphatase type I A
221173_at,0.886,0.83,0.215719,-7.3926368,0.0140973,USH1C,USH1 protein network component harmonin
205838_at,0.886,0.83,0.215718,-7.3926369,0.0088438,GYPA,glycophorin A (MNS blood group)
206360_s_at,0.886,0.83,0.215583,-7.3926662,0.0142253,SOCS3,suppressor of cytokine signaling 3
45687_at,0.886,0.83,-0.215466,-7.3926916,-0.0069756,PRR14,proline rich 14
218503_at,0.886,0.83,0.215463,-7.3926922,0.0211693,FOCAD,focadhesin
205161_s_at,0.886,0.83,0.215452,-7.3926946,0.0098288,PEX11A,peroxisomal biogenesis factor 11 alpha
205494_at,0.886,0.83,-0.215317,-7.3927238,-0.0074644,ZNF821,zinc finger protein 821
212820_at,0.886,0.83,-0.214958,-7.3928016,-0.0248616,DMXL2,Dmx like 2
207364_at,0.886,0.83,0.214716,-7.3928537,0.0102886,TEX28,testis expressed 28
220403_s_at,0.886,0.83,-0.214644,-7.3928692,-0.0098353,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1
207938_at,0.886,0.83,0.214613,-7.3928759,0.010861,PI15,peptidase inhibitor 15
206322_at,0.887,0.831,-0.214101,-7.3929863,-0.0086457,SYN3,synapsin III
